CODIGO_ESTADO;ESTADO;CODIGO_MUNICIPIO;MUNICIPIO;CODIGO_PARROQUIA;PARROQUIA;CODIGO_CENTRO;CENTRO;DIRECCION;CANTIDAD_MESAS;MESAS_AUTO;VENEZOLANOS;EXTRANJEROS;ELECTORES;TRANSMISION
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803006;ESCUELA ESTADAL CONCENTRADA Nß 292300 SAN SALVADOR DE PAUL;CASER÷O: SAN SALVADOR DE PAUL. REFERENCIA SAN SALVADOR DE PAUL;1;1;526;0;526;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803007;UNIDAD EDUCATIVA FRANCISCO JAVIER YANEZ;SECTOR: CASCO HISTORICO. FRENTE AVENIDA MIRANDA. IZQUIERDA CALLE COMERCIO. DERECHA CALLE AGOSTO MENDEZ. REFERENCIA AVENIDA MIRANDA LA PARAGUA ENTRADA PRINCIPAL;3;3;1382;0;1382;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803008;UNIDAD EDUCATIVA NACIONAL AEROPUERTO;SECTOR: AEREOPUERTO. FRENTE AVENIDA PRINCIPAL AEREOPUERTO. REFERENCIA CALLE PRINCIPAL URBANIZACION AEROPUERTO LA PARAGUA;1;1;531;0;531;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803009;ESCUELA BASICA NACIONAL BOLIVARIANA LAS BONITAS;CASER÷O: COMUNIDAD INDIGENA LAS BONITAS. REFERENCIA COMUNIDAD INDIGENA LAS BONITAS;1;1;92;0;92;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803010;CENTRO DE EDUCACI„N INTEGRAL BOLIVARIANO CAMPO GRANDE. EL CHIGUAO;CASER÷O: CAMPO GRANDE. FRENTE SENDERO PISTA DE ATERRIZAJE.. REFERENCIA COMUNIDAD INDIGENA CAMPO GRANDE. EL CHIGUAO;1;1;66;0;66;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803011;ESCUELA BASICA INTEGRAL MANACAL;SECTOR: MACANAL. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE SURAMA. DERECHA CALLE EL MOLINO. REFERENCIA ENTRADA DE LA PARAGUA;1;1;391;0;391;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803012;UNIDAD EDUCATIVA NACIONAL BASICA KARUM;CASER÷O: KARUM-KEN. FRENTE CALLE PRINCIPAL. REFERENCIA COMUNIDAD INDIGENA KARUM-KEN ALTO PARAGUA;1;1;310;0;310;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803013;ESCUELA NACIONAL MAMA EULALIA II;SECTOR MAMA EULALIA II FRENTE CARRETERA PRINCIPAL. DERECHA CAMINO CASAS. IZQUIERDA CAMINO CASAS EN EL CRUCE DE MAMA EULALIA CASA;1;1;147;0;147;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803014;ESCUELA BASICA NACIONAL UNITARIA LA FRITERA;CASER÷O LA FRITERA FRENTE CALLE PRINCIPAL LA FRITERA. DERECHA CAMINO CASAS. IZQUIERDA CAMINO CASAS A 500 METROS DE LA CANCHA CASA;1;1;144;0;144;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;3;PQ. BARCELONETA;60803015;ESCUELA INTEGRAL BOLIVARIANA PARUPA;CASER÷O COMUNIDAD INDIGENA PARUPA DERECHA CAMINO CASA. IZQUIERDA CAMINO CASA. FRENTE CAMINO CASA BODEGA PARUPA CASA;1;1;221;0;221;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;4;PQ. SANTA BARBARA;60804001;ESCUELA BASICA SANTA BARBARA;CASER÷O: SANTA BARBARA. IZQUIERDA CALLE PRINCIPAL. REFERENCIA CASERIO SANTA BARBARA DIAGONAL A LA PLAZA BOLIVAR;3;3;1640;0;1640;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;4;PQ. SANTA BARBARA;60804002;ESCUELA INTEGRAL BOLIVARIANA NUEVA FORTUNA;CASER÷O: NUEVA FORTUNA. FRENTE CALLE CARONI. IZQUIERDA CALLE BOLIVAR. DERECHA CALLE RIO PAO. REFERENCIA CASERIO NUEVA FORTUNA FRENTE A LA PLAZA BOLIVAR;1;1;303;0;303;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;4;PQ. SANTA BARBARA;60804003;ESCUELA UNITARIA COSTA RICA;CASER÷O: COSTA RICA. FRENTE CALLE PRINCIPAL. REFERENCIA CASERIO COSTA RICA;1;1;97;0;97;T
6;EDO. BOLIVAR;8;MP. BLVNO ANGOSTURA;4;PQ. SANTA BARBARA;60804004;ESCUELA MUNICIPAL LA GRAN VIA;SECTOR LA GRAN VIA DERECHA CARRETERA NACIONAL. FRENTE CAMINO CASAS. IZQUIERDA TROCHA LA GRAN VIA CASERIO LA QUINA CASA;1;1;91;0;91;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901001;UNIDAD EDUCATIVA COMERCIAL NICOLAS MESA;SECTOR CASCO CENTRAL DERECHA CALLE RAUL LEONI. IZQUIERDA CALLE ZEA. FRENTE CALLE LUCAS FERNANDEZ PE•A CERCANA A LA ESCUELA JUAN DE HOLQUINST CASA;3;3;1752;0;1752;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901002;UNIDAD EDUCATIVA NACIONAL CANAIMA;CASER÷O: CANAIMA. FRENTE CALLE AWAWARARI. REFERENCIA CAMPAMENTO CANAIMA GRAN SABANA;2;2;703;0;703;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901003;ESCUELA NACIONAL CONCENTRADA NUMERO 1081 URIMAN;"CASER÷O URIMAN DERECHA CALLEJ‡N CALLE CIEGA. IZQUIERDA CALLEJ‡N CALLE CIEGA. FRENTE BULEVAR CANCHA DE FUTBOL CANCHA DE FUTBOL ""URIMAN"" CASA";2;2;811;0;811;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901004;ESCUELA UNITARIA EULOGIO DE VILLARRIN;"CASER÷O COMUNIDAD INDIGENA DE KAMARATA FRENTE CALLE EULOGIO DE VILLARRIN. DERECHA TROCHA AUYANTEPUY. IZQUIERDA TROCHA AEROPUERTO MISION ""NUESTRA SE•ORA DE LA COROMOTO"" CASA";2;2;830;0;830;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901005;ESCUELA CONCENTRADA NERI 486;SECTOR: EL POLACO. FRENTE CALLE PRINCIPAL. IZQUIERDA SENDERO CASA. DERECHA SENDERO CASAS. REFERENCIA BETANIA;1;1;186;0;186;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901006;ESCUELA NACIONAL BASICA  DOCTOR JUAN DE HOLQUINST;SECTOR: CASCO CENTRAL. FRENTE CALLE RAUL LEONI. IZQUIERDA CALLE ROSIO. DERECHA CALLE IKABARU. REFERENCIA AL LADO DEL ESTADIO DE SOFTBALL;4;4;2046;0;2046;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901007;ESCUELA NACIONAL WARIWANTEY;CASER÷O BETANIA DERECHA CALLE WOROCHIPAT. FRENTE CALLE WARIWANTEY. IZQUIERDA CARRETERA COMUNAL BETANIA KILOMETRO 98 CARRERA SANTA ELENA DE UAIREN ICABARU CASA;1;1;257;0;257;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901008;ESCUELA MISION CAPUCHINO KUANA;CASER÷O KUANA FRENTE CALLE PRINCIPAL. DERECHA VEREDA CASA. IZQUIERDA VEREDA CASA BODEGA KUANA CASA;1;1;79;0;79;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901010;ESCUELA CONCENTRADA APOIPO NERI 486;SECTOR INDIGENA FRENTE CALLE PRINCIPAL. DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS CASERIO APOIPO NERI CASA;1;1;296;0;296;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901011;ESCUELA BASICA NACIONAL KANAVAYEN;"CASER÷O KAVANAYEN DERECHA CALLE PAMPA TAMERU. IZQUIERDA CALLE KINOPON. FRENTE CALLE PRINCIPAL MISION ""SANTA TERESITA DE KAVANAYEN"" EDIFICIO";2;2;725;0;725;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901012;ESCUELA NACIONAL CONCENTRADA NERI MAPAURI;SECTOR: MAPAURI. FRENTE CALLE PRINCIPAL. IZQUIERDA CAMINO TROCHA. DERECHA CARRERA CAMINO. REFERENCIA MAPAURI;1;1;222;0;222;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901013;ESCUELA UNITARIA MAURAK NACIONAL SIN NUMERO;"CASER÷O COMUNUDAD INDIGENA MAURAK IZQUIERDA CARRETERA ARISMENDI. FRENTE CARRETERA FRANCISCO ANDRES. DERECHA CAMINO COLGRANSA KIOSKO DE COMIDA ""MAURAK"" CASA";2;2;690;0;690;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901014;OFICINA  NACIONAL DE IDENTIFICACI„N Y EXTRANJERIA DE SANTA ELENA DE UAIREN;SECTOR CASCO CENTRAL DERECHA CALLE CIEGA. IZQUIERDA CALLE CIEGA. FRENTE CALLE AKURIMA CENTRO CIVICO DE AKURIMA DETRAS DE LA COMISARIA DE LA POLICIA REGIONAL CASA;2;2;902;0;902;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901015;ESCUELA BRISAS DE UAIREN;URBANIZACI‡N: BRISAS DEL UAIREN-ESTE. FRENTE CALLE SAMPAY. IZQUIERDA CALLE KUMARAKAPAY. DERECHA CALLE APOIPO. REFERENCIA CERCANO A LA POSADA TURISTICA VILLA APOIPO;2;2;945;0;945;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901016;UNIDAD EDUCATIVA ESCUELA NACIONAL GRANJA WONKEN;"CASER÷O WONKEN DERECHA CARRETERA PUEBLO WONKEN. FRENTE CARRETERA PRINCIPAL. IZQUIERDA SENDERO ESPACIO AGROPECUARIO MISION ""SANTA MARIA DE WONKEN"" CASA";1;1;577;0;577;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901017;SEDE MISION BUENA VISTA WAIPARU;SECTOR BUENA VISTA DE UAIPARU DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS. FRENTE SENDERO PRINCIPAL VIA IKABARU CASA;1;1;201;0;201;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901018;ESCUELA NACIONAL UNITARIA;SECTOR: SAN IGNACIO DE YURUANI. FRENTE CALLE MARIN. IZQUIERDA CAMINO SIN NOMBRE. DERECHA CAMINO SIN NOMBRE. REFERENCIA SAN IGNACIO DE YURUANI SANTA ELENA;1;1;396;0;396;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901019;ESCUELA NACIONAL CONCENTRADA MIXTA SIN NUMERO Nß 169;SECTOR: KUMARAKAPAY. FRENTE CALLE RORAIMA. IZQUIERDA CALLE KUMARAKAPAY. REFERENCIA IGLESIA ADVENTISTA;2;2;611;0;611;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901020;ESCUELA NACIONAL UNITARIA SIN NUMERO;CASER÷O COMUNUDAD INDIGENA VIA TRONCA 10 FRENTE CALLE PRINCIPAL KAMOIRAN. DERECHA CAMINO CANCCHA. IZQUIERDA CAMINO ESCUELA SAN RAFAEL KAMOIRAN KILOMETRO 175 CARRETERA EL DORADO CASA;2;2;923;0;923;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901021;ESCUELA BASICA GRAN SABANA;SECTOR: WARAMASEN. FRENTE CALLE PRINCIPAL. IZQUIERDA CAMINO WONORE. REFERENCIA CERCA DE LA IGLESIA ADVENTISTA DEL 7MO DIA;1;1;430;0;430;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901022;CASA DE LA CULTURA LUCAS FERNANDEZ PE•A;SECTOR CASCO CENTRAL DERECHA CALLE URDANETA. IZQUIERDA CALLE ZEA. FRENTE CALLE LUCAS FERNANDEZ PENA FRENTE A LA IGLESIA ADVENTISTA DEL 7MO DIA CASA;4;4;1862;0;1862;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901023;ESCUELA BASICA NUMERO 486 SAN ANTONIO MORICHAL;CASER÷O: SAN ANTONIO DEL MORICHAL. REFERENCIA MORICHALITO;1;1;253;0;253;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901024;ESCUELA BASICA NER. PARAITEPUY DE RORAIMA;SECTOR: LOS PEPE. FRENTE CARRETERA PRINCIPAL HACIA PARAITEPUY. IZQUIERDA CAMINO TEPUYES Y CERROS. DERECHA CAMINO TEPUYES Y CERROS. REFERENCIA PARAITEPUY DE RORAIMA, GRAN SABANA;1;1;174;0;174;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901025;ESCUELA  MANAKRI;CASER÷O: MANAK-KRU. IZQUIERDA CALLE TUPAK. DERECHA CALLE PRINCIPAL. REFERENCIA BARRIO MANAKRI;2;2;1072;0;1072;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901026;UNIDAD EDUCATIVA MUNICIPAL FRANCISCO MICHELENA Y ROJAS;URBANIZACI‡N CIELO FRENTE CALLE PRINCIPAL. DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS VIA PIEDRA CANAIMA SANTA ELENA DE UAIREN CASA;1;1;489;0;489;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901027;CASA COMUNAL KEWEY I;URBANIZACI‡N KEWEY II DERECHA CALLE VARGAS. IZQUIERDA CALLE SUCRE. FRENTE CALLE RICAURTE AL LADO DEL NUCLEO DE LA ESCUELA DR. JUAN DE HOLMQUITS CASA;2;2;947;0;947;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901028;ESCUELA INTEGRAL BOLIVARIANA AGUA FRIA;CASER÷O COMUNIDAD INDIGENA WARA DERECHA CALLE KAKOTA. IZQUIERDA CALLE PRINCIAL. FRENTE CARRETERA TRONCAL  10 ENTRADA ANTES DEL TERMINAL DE PASAJEROS CASA;1;1;194;0;194;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901029;UNIDAD EDUCATIVA INTEGRAL SANTA RITA;URBANIZACI‡N: CASCO CENTRAL. FRENTE AVENIDA MARISCAL SUCRE. IZQUIERDA AVENIDA BOLIVAR. DERECHA CARRETERA TRONCAL 10. REFERENCIA HOTEL QUINTILLANI;1;1;503;0;503;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901034;CHIRICAYEN;CASER÷O CHIRIKAYEN IZQUIERDA CALLE KARU. DERECHA CARRETERA TRONCAL 10. FRENTE CAMINO CASAS CERCA DE LA IGLESIA ADVENTISTA DEL SEPTIMO DIA CASA;1;1;152;0;152;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;1;CM. SANTA ELENA DE UAIREN;60901035;ESCUELA INTEGRAL BOLIVARIANA SANTO DOMINGO DE TURASEN;SECTOR SANTO DOMINGO DE TURASEN FRENTE CARRETERA VIA IKABARU. DERECHA CAMINO CASAS. IZQUIERDA CAMINO CASAS CERCA DE LA IGLESIA WARAMASEN CASA;1;1;39;0;39;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;2;PQ. IKABARU;60902001;ESCUELA NACIONAL CONCENTRADA SIN  NUMERO 172;SECTOR IKABARU DERECHA CALLE CASAS. IZQUIERDA CALLE CASAS. FRENTE CALLE MARIA RIMA FERNANDEZ FRENTE AL ESTADIO DE SOFTBALL CASA;2;2;1044;0;1044;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;2;PQ. IKABARU;60902002;ESCUELA BASICA NER. NUMERO 486;SECTOR: IKABARU. FRENTE CARRETERA HACIA IKABARU. IZQUIERDA CAMINO SIN NOMBRE. DERECHA CAMINO SIN NOMBRE. REFERENCIA EL PAUJI, CARRETERA VIA IKABARU;1;1;278;0;278;T
6;EDO. BOLIVAR;9;MP. GRAN SABANA;2;PQ. IKABARU;60902004;ESCUELA NACIONAL EDUCACIONAL CONCENTRADA SIN NUMERO PARKUPI;CASER÷O COMUNIDA INDIGENA PARKUPIK  COMUNIDAD INDIGENA PARKUPIK CASA;1;1;178;0;178;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001001;ESCUELA NACIONAL BASICA NICOLAS ANTONIO FARRERA;SECTOR: SALIDA EL PERU. FRENTE CALLE HIPODROMO. IZQUIERDA SENDERO CASAS. DERECHA SENDERO CASAS. REFERENCIA EL CALLAO;9;9;5060;0;5060;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001002;UNIDAD EDUCATIVA NACIONAL JOSE MANUEL AGOSTO MENDEZ;SECTOR VALLE VERDE ABAJO FRENTE AVENIDA SALIDA CARATAL. IZQUIERDA CALLE PRINCIPAL. DERECHA SENDERO CASAS SALIDA AL PERU LADO  HOSPITAL CASA;5;5;2832;0;2832;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001003;ESCUELA CONCENTRADA LA RAMONA;SECTOR: LA RAMONA. FRENTE CALLE  PRINCIPAL . IZQUIERDA CALLEJ‡N CASAS. DERECHA CALLEJ‡N CASAS. REFERENCIA CERCA DEL MODULO ASISTENSIAL;2;2;777;0;777;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001004;ESCUELA RURAL SIN NUMERO. EL CHOCO;CASER÷O: EL CHOCO. FRENTE CALLE VIA EL MANTECO. REFERENCIA ASENTAMIENTO CAMPESINO EL CHOCO;1;1;305;0;305;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001005;ESCUELA ESTADAL CONCENTRADA 164;CASER÷O: NUEVO MEXICO. FRENTE CALLE CALIFORNIA. REFERENCIA CASERIO;2;2;730;0;730;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001006;ESCUELA NACIONAL CONCENTRADA NUMERO 123;SECTOR EL PERU FRENTE CALLE PRINCIPAL DE CHILE. DERECHA PICA CHILE. IZQUIERDA PICA CHILE CASERIO EL PERU CASA;2;2;634;0;634;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001007;ESCUELA NACIONAL BASICA JOSE SOLANO;SECTOR: BUENOS AIRES. FRENTE CALLE PRINCIPAL BUENOS AIRES. IZQUIERDA CALLE PRINCIPAL DE BUENOS AIRES. DERECHA CALLE BUENOS AIRES. REFERENCIA BARRIO BUENOS AIRES EL PERU;2;2;735;0;735;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001008;ESCUELA UNITARIA NUMERO 135;SECTOR: CARATAL. FRENTE CALLE PRINCIPAL CARATAL. IZQUIERDA CALLE CALLE PRINCIPAL. DERECHA CALLE CARATAL. REFERENCIA CASERIO CARATAL;1;1;500;0;500;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001009;ESCUELA ESTADAL UNITARIA NUMERO 239;BARRIO: BARRIO OBRERO. FRENTE AVENIDA TRONCAL 10. DERECHA CALLEJ‡N PRINCIPAL BARRIO OBRERO. REFERENCIA BARRIO OBRERO, SALIDA A TUMEREMO;2;2;988;0;988;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001011;ESCUELA BASICA RURAL LA GASOLINA;BARRIO: LA GASOLINA. FRENTE CALLE JACINTO . IZQUIERDA CARRETERA LA RAMONA. DERECHA CALLE LARA. REFERENCIA PROLONGACION VIA PRINCIPAL;5;5;2383;0;2383;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001012;CENTRO DE EDUCACION INICIAL NELLYS SANCHEZ DE ANDRADE (SIMONCITO);SECTOR: EL BANQUEO. FRENTE CALLE PRINCIPAL DEL BANQUEO. IZQUIERDA CALLE NO HAY NADA. DERECHA CALLE NO HAY NADA. REFERENCIA CALLE PRINCIPAL EL BANQUEO CERCA DEL HOTEL PADRINO;2;2;1014;0;1014;T
6;EDO. BOLIVAR;10;MP. EL CALLAO;1;CM. EL CALLAO;61001013;UNIDAD EDUCATIVA BOLIVARIANA NACUPAY;SECTOR: NACUPAY. FRENTE CALLE PRINCIPAL NACUPAY. IZQUIERDA TROCHA CALLE YURUARI. DERECHA CALLEJ‡N LOS MATO FRITO. REFERENCIA CALLE PRINCIPAL YURUARY SECTOR NACUPAY FRENTE AL COMERCIAL JOHANA;1;1;406;0;406;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101001;ESCUELA NACIONAL BASICA FEDERICO CHIRINOS;SECTOR: EL CENTRO. FRENTE CALLE LAGUNA. IZQUIERDA CALLE RICAUTE. DERECHA CALLE MONAGA. REFERENCIA PLAZA BOLIVAR;7;7;3590;0;3590;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101002;UNIDA EDUCATIVA BASICA EL PERICO;SECTOR: PERICO. FRENTE AVENIDA PRINCIPAL. IZQUIERDA CALLEJ‡N UNO. DERECHA CALLEJ‡N VIA CHIGUIRE. REFERENCIA CASERIO EL PERICO EL PALMAR;2;2;771;0;771;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101003;UNIDAD EDUCATIVA NACIONAL GUASIPATI;CASER÷O: SAN JOSE. FRENTE CALLE VIA RIO GRANDE. IZQUIERDA CALLE SAN JOSE. DERECHA PICA CASA. REFERENCIA SAN JOSE EL PALMAR;2;2;783;0;783;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101004;UNIDA EDUCATIVA BASICA CUATRO CASA;SECTOR: CUATRO CASA. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE DE TIERRA. DERECHA CALLE VIA LA MANGA. REFERENCIA CASERIO LA CHARA;2;2;871;0;871;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101005;UNIDA EDUCATIVA BASICA QUILINA;CASER÷O: QUILINA. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE VIA LA CENTRAL DE CANTV. DERECHA CALLE PRINCIPAL. REFERENCIA CASERIO QUILINA EL PALMAR;2;2;929;0;929;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101006;ESCUELA ESTADAL CONCENTRADA 132-135-107-306;CASER÷O: EL MAMON. FRENTE AVENIDA PRINCIPAL. IZQUIERDA CALLE DALLA COSTA. DERECHA CALLE EL MAMON. REFERENCIA CASERIO EL MAMON KILOMETRO 2;2;2;1099;0;1099;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101007;ESCUELA JOSEFINA OSUNA;CASER÷O: RIO GRANDE. FRENTE CALLE PRINCIPAL. IZQUIERDA CARRETERA RIO GRANDE. DERECHA CARRETERA EL PALMAR. REFERENCIA ASENTAMIENTO CAMPESINO RIO GRANDE;2;2;863;0;863;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101008;ESCUELA NACIONAL CONCENTRADA 239 SIN NUMERO;CASER÷O: MATA VERDE. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE VILLA LOLA. REFERENCIA CASERIO MATA VERDE;2;2;693;0;693;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101009;ESCUELA NACIONAL MIXTA CHIGUIRE;CASER÷O CHIIGUIRE DERECHA CALLE VIA REINO. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE VIA LA SIRENA CASERIO CHIGUIRE CASA;1;1;517;0;517;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101010;ESCUELA NACIONAL UNITARIA NUMERO 148 JUAN DE DIOS;CASER÷O: JUAN DE DIOS. FRENTE CARRETERA RIO GRANDE. IZQUIERDA CALLE PRINCIPAL. REFERENCIA CASERIO JUAN DE DIOS;1;1;488;0;488;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101011;UNIDAD EDUCATIVA BOLIVARIANA JOSE EUGENIO SANCHEZ AFANADOR;SECTOR: LA MONTANITA. FRENTE CALLE BOLIVAR. IZQUIERDA CALLE DE TIERRA. DERECHA CALLE DEL HOSPITAL. REFERENCIA FINAL DE LA CALLE BOLIVAR SECTOR LA MONTA•ITA EL PALMAR;2;2;743;0;743;T
6;EDO. BOLIVAR;11;MP.PADRE PEDRO CHIEN;1;CM. EL PALMAR;61101012;UNIDA EDUCATIVA BASICA CURAIMA;CASER÷O CURAIMA DERECHA CALLE 12 DE OCTUBRE. FRENTE CALLE EL MEREY. IZQUIERDA PICA EL COROSO ENTRANDO POR LA SUB ESTACION CASA;1;1;247;0;247;T
7;EDO. CARABOBO;1;MP. BEJUMA;1;PQ. BEJUMA;70101001;ESCUELA BASICA  MIGUEL MARIN;SECTOR: UNION. FRENTE AVENIDA CARABOBO. IZQUIERDA CALLE URDANETA. DERECHA CALLE BOYACA. REFERENCIA DIAGONAL AL BANCO OCCIDENTAL DE DESCUENTO;9;9;4764;0;4764;T
7;EDO. CARABOBO;1;MP. BEJUMA;1;PQ. BEJUMA;70101002;LICEO NACIONAL ARTURO MICHELENA;SECTOR: BANCO OBRERO. FRENTE AVENIDA MARIO LARA. IZQUIERDA AVENIDA LOS FUNDADORES. DERECHA CARRETERA PANAMERICANA  VALENCIA - BARQUISIMETO. REFERENCIA AL LADO DE LA SUBESTACION DE CORPOELEC;6;6;3412;0;3412;T
7;EDO. CARABOBO;1;MP. BEJUMA;1;PQ. BEJUMA;70101003;ESCUELA BASICA CRESPO GARROTE;SECTOR: SAN RAFAEL. FRENTE AVENIDA EL CARMEN. IZQUIERDA CALLE PADRE SALVATIERRA. DERECHA CALLE JUNIN. REFERENCIA 50 METROS DE LA CAPILLA DEL SAN RAFAEL;5;5;2465;0;2465;T
